type,sid,id,m,val,t,d,d_s,d_t,i_c,cmd,m_i,d_p
sensor,E2_motion,,motion_detected,1,2026-01-16 04:05:00,E2,,,,,,
interaction,,,,,2026-01-16 04:05:08,,E2,W1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-16 04:05:11,,E2,E1,MQTT,dim_alert,motion detected,E1
actuator,,E1_light,dim,,2026-01-16 04:05:14,E1,,,,,,
interaction,,,,,2026-01-16 04:05:17,,E2,W1,MQTT,dim_alert,motion detected,W1
actuator,,W1_light,dim,,2026-01-16 04:05:18,W1,,,,,,
sensor,E1_motion,,motion_detected,1,2026-01-16 06:00:00,E1,,,,,,
sensor,E1_camera,,plate_captured,BBB229,2026-01-16 06:00:01,E1,,,,,,
actuator,,E1_light,turn_on,,2026-01-16 06:00:03,E1,,,,,,
interaction,,,,,2026-01-16 06:00:07,,E1,E2,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-16 06:00:11,,E1,W1,MQTT,turn_on_alert,motion detected,W1
actuator,,W1_light,turn_on,,2026-01-16 06:00:12,W1,,,,,,
interaction,,,,,2026-01-16 06:00:13,,E1,E2,MQTT,turn_on_alert,motion detected,E2
sensor,E2_motion,,motion_detected,1,2026-01-16 06:05:00,E2,,,,,,
actuator,,E2_light,dim,,2026-01-16 06:05:03,E2,,,,,,
interaction,,,,,2026-01-16 06:05:04,,E2,E1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-16 06:05:07,,E2,W1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-16 06:05:10,,E2,W1,MQTT,dim_alert,motion detected,W1
interaction,,,,,2026-01-16 06:05:15,,E2,E1,MQTT,dim_alert,motion detected,E1
actuator,,E1_light,dim,,2026-01-16 06:05:16,E1,,,,,,
sensor,E1_motion,,motion_detected,1,2026-01-16 08:00:00,E1,,,,,,
sensor,E1_camera,,plate_captured,BBB230,2026-01-16 08:00:03,E1,,,,,,
actuator,,E1_light,turn_on,,2026-01-16 08:00:07,E1,,,,,,
interaction,,,,,2026-01-16 08:00:08,,E1,E2,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-16 08:00:10,,E1,W1,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-16 08:00:14,,E1,E2,MQTT,turn_on_alert,motion detected,E2
actuator,,E2_light,turn_on,,2026-01-16 08:00:18,E2,,,,,,
interaction,,,,,2026-01-16 08:00:22,,E1,W1,MQTT,turn_on_alert,motion detected,W1
actuator,,W1_light,turn_on,,2026-01-16 08:00:25,W1,,,,,,
sensor,E2_motion,,motion_detected,1,2026-01-16 08:05:00,E2,,,,,,
sensor,E2_camera,,plate_captured,BBB230,2026-01-16 08:05:02,E2,,,,,,
actuator,,E2_light,dim,,2026-01-16 08:05:06,E2,,,,,,
interaction,,,,,2026-01-16 08:05:12,,E2,W1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-16 08:05:15,,E2,E1,MQTT,dim_alert,motion detected,E1
actuator,,E1_light,dim,,2026-01-16 08:05:16,E1,,,,,,
interaction,,,,,2026-01-16 08:05:19,,E2,W1,MQTT,dim_alert,motion detected,W1
actuator,,W1_light,dim,,2026-01-16 08:05:22,W1,,,,,,
sensor,E1_motion,,motion_detected,1,2026-01-16 10:00:00,E1,,,,,,
sensor,E1_camera,,plate_captured,BBB231,2026-01-16 10:00:03,E1,,,,,,
actuator,,E1_light,turn_on,,2026-01-16 10:00:07,E1,,,,,,
interaction,,,,,2026-01-16 10:00:09,,E1,E2,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-16 10:00:11,,E1,W1,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-16 10:00:15,,E1,W1,MQTT,turn_on_alert,motion detected,W1
actuator,,W1_light,turn_on,,2026-01-16 10:00:16,W1,,,,,,
interaction,,,,,2026-01-16 10:00:17,,E1,E2,MQTT,turn_on_alert,motion detected,E2
actuator,,E2_light,turn_on,,2026-01-16 10:00:20,E2,,,,,,
sensor,E2_motion,,motion_detected,1,2026-01-16 10:05:00,E2,,,,,,
sensor,E2_camera,,plate_captured,BBB231,2026-01-16 10:05:04,E2,,,,,,
actuator,,E2_light,dim,,2026-01-16 10:05:08,E2,,,,,,
interaction,,,,,2026-01-16 10:05:12,,E2,E1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-16 10:05:13,,E2,W1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-16 10:05:14,,E2,W1,MQTT,dim_alert,motion detected,W1
actuator,,W1_light,dim,,2026-01-16 10:05:16,W1,,,,,,
actuator,,E1_light,dim,,2026-01-16 10:05:21,E1,,,,,,
sensor,E1_motion,,motion_detected,1,2026-01-16 12:00:00,E1,,,,,,
sensor,E1_camera,,plate_captured,BBB232,2026-01-16 12:00:02,E1,,,,,,
actuator,,E1_light,turn_on,,2026-01-16 12:00:04,E1,,,,,,
interaction,,,,,2026-01-16 12:00:05,,E1,E2,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-16 12:00:08,,E1,W1,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-16 12:00:09,,E1,E2,MQTT,turn_on_alert,motion detected,E2
actuator,,E2_light,turn_on,,2026-01-16 12:00:11,E2,,,,,,
interaction,,,,,2026-01-16 12:00:13,,E1,W1,MQTT,turn_on_alert,motion detected,W1
actuator,,W1_light,turn_on,,2026-01-16 12:00:16,W1,,,,,,
sensor,E2_motion,,motion_detected,1,2026-01-16 12:05:00,E2,,,,,,
interaction,,,,,2026-01-16 12:05:04,,E2,E1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-16 12:05:07,,E2,W1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-16 12:05:08,,E2,E1,MQTT,dim_alert,motion detected,E1
actuator,,E1_light,dim,,2026-01-16 12:05:12,E1,,,,,,
interaction,,,,,2026-01-16 12:05:13,,E2,W1,MQTT,dim_alert,motion detected,W1
sensor,E1_motion,,motion_detected,1,2026-01-16 14:00:00,E1,,,,,,
sensor,E1_camera,,plate_captured,BBB233,2026-01-16 14:00:04,E1,,,,,,
actuator,,E1_light,turn_on,,2026-01-16 14:00:06,E1,,,,,,
interaction,,,,,2026-01-16 14:00:07,,E1,E2,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-16 14:00:09,,E1,W1,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-16 14:00:10,,E1,W1,MQTT,turn_on_alert,motion detected,W1
actuator,,W1_light,turn_on,,2026-01-16 14:00:12,W1,,,,,,
interaction,,,,,2026-01-16 14:00:13,,E1,E2,MQTT,turn_on_alert,motion detected,E2
actuator,,E2_light,turn_on,,2026-01-16 14:00:17,E2,,,,,,
sensor,E2_motion,,motion_detected,1,2026-01-16 14:05:00,E2,,,,,,
sensor,E2_camera,,plate_captured,BBB233,2026-01-16 14:05:01,E2,,,,,,
actuator,,E2_light,dim,,2026-01-16 14:05:03,E2,,,,,,
interaction,,,,,2026-01-16 14:05:05,,E2,E1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-16 14:05:09,,E2,W1,MQTT,dim_alert,motion detected,E2
actuator,,W1_light,dim,,2026-01-16 14:05:14,W1,,,,,,
interaction,,,,,2026-01-16 14:05:18,,E2,E1,MQTT,dim_alert,motion detected,E1
actuator,,E1_light,dim,,2026-01-16 14:05:20,E1,,,,,,
sensor,E1_motion,,motion_detected,1,2026-01-16 16:00:00,E1,,,,,,
sensor,E1_camera,,plate_captured,BBB234,2026-01-16 16:00:03,E1,,,,,,
actuator,,E1_light,turn_on,,2026-01-16 16:00:07,E1,,,,,,
interaction,,,,,2026-01-16 16:00:09,,E1,E2,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-16 16:00:13,,E1,W1,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-16 16:00:17,,E1,E2,MQTT,turn_on_alert,motion detected,E2
actuator,,E2_light,turn_on,,2026-01-16 16:00:21,E2,,,,,,
sensor,E2_motion,,motion_detected,1,2026-01-16 16:05:00,E2,,,,,,
sensor,E2_camera,,plate_captured,BBB234,2026-01-16 16:05:02,E2,,,,,,
actuator,,E2_light,dim,,2026-01-16 16:05:03,E2,,,,,,
interaction,,,,,2026-01-16 16:05:06,,E2,E1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-16 16:05:11,,E2,E1,MQTT,dim_alert,motion detected,E1
actuator,,E1_light,dim,,2026-01-16 16:05:14,E1,,,,,,
interaction,,,,,2026-01-16 16:05:16,,E2,W1,MQTT,dim_alert,motion detected,W1
actuator,,W1_light,dim,,2026-01-16 16:05:18,W1,,,,,,
sensor,E1_motion,,motion_detected,1,2026-01-16 18:00:00,E1,,,,,,
sensor,E1_camera,,plate_captured,BBB235,2026-01-16 18:00:01,E1,,,,,,
actuator,,E1_light,turn_on,,2026-01-16 18:00:03,E1,,,,,,
interaction,,,,,2026-01-16 18:00:09,,E1,W1,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-16 18:00:10,,E1,W1,MQTT,turn_on_alert,motion detected,W1
actuator,,W1_light,turn_on,,2026-01-16 18:00:14,W1,,,,,,
interaction,,,,,2026-01-16 18:00:17,,E1,E2,MQTT,turn_on_alert,motion detected,E2
actuator,,E2_light,turn_on,,2026-01-16 18:00:19,E2,,,,,,
sensor,E2_motion,,motion_detected,1,2026-01-16 18:05:00,E2,,,,,,
sensor,E2_camera,,plate_captured,BBB235,2026-01-16 18:05:01,E2,,,,,,
interaction,,,,,2026-01-16 18:05:06,,E2,W1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-16 18:05:08,,E2,W1,MQTT,dim_alert,motion detected,W1
actuator,,W1_light,dim,,2026-01-16 18:05:12,W1,,,,,,
interaction,,,,,2026-01-16 18:05:14,,E2,E1,MQTT,dim_alert,motion detected,E1
sensor,E1_camera,,plate_captured,BBB236,2026-01-16 20:00:02,E1,,,,,,
actuator,,E1_light,turn_on,,2026-01-16 20:00:04,E1,,,,,,
interaction,,,,,2026-01-16 20:00:07,,E1,E2,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-16 20:00:08,,E1,W1,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-16 20:00:10,,E1,E2,MQTT,turn_on_alert,motion detected,E2
actuator,,E2_light,turn_on,,2026-01-16 20:00:11,E2,,,,,,
interaction,,,,,2026-01-16 20:00:15,,E1,W1,MQTT,turn_on_alert,motion detected,W1
actuator,,W1_light,turn_on,,2026-01-16 20:00:17,W1,,,,,,
sensor,E2_motion,,motion_detected,1,2026-01-16 20:05:00,E2,,,,,,
sensor,E2_camera,,plate_captured,BBB236,2026-01-16 20:05:01,E2,,,,,,
actuator,,E2_light,dim,,2026-01-16 20:05:05,E2,,,,,,
interaction,,,,,2026-01-16 20:05:08,,E2,E1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-16 20:05:12,,E2,W1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-16 20:05:15,,E2,E1,MQTT,dim_alert,motion detected,E1
actuator,,E1_light,dim,,2026-01-16 20:05:16,E1,,,,,,
interaction,,,,,2026-01-16 20:05:18,,E2,W1,MQTT,dim_alert,motion detected,W1
actuator,,W1_light,dim,,2026-01-16 20:05:21,W1,,,,,,
sensor,E1_motion,,motion_detected,1,2026-01-16 22:00:00,E1,,,,,,
sensor,E1_camera,,plate_captured,BBB237,2026-01-16 22:00:04,E1,,,,,,
actuator,,E1_light,turn_on,,2026-01-16 22:00:06,E1,,,,,,
interaction,,,,,2026-01-16 22:00:07,,E1,E2,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-16 22:00:08,,E1,W1,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-16 22:00:10,,E1,W1,MQTT,turn_on_alert,motion detected,W1
actuator,,W1_light,turn_on,,2026-01-16 22:00:13,W1,,,,,,
interaction,,,,,2026-01-16 22:00:17,,E1,E2,MQTT,turn_on_alert,motion detected,E2
actuator,,E2_light,turn_on,,2026-01-16 22:00:20,E2,,,,,,
sensor,E2_motion,,motion_detected,1,2026-01-16 22:05:00,E2,,,,,,
sensor,E2_camera,,plate_captured,BBB237,2026-01-16 22:05:04,E2,,,,,,
actuator,,E2_light,dim,,2026-01-16 22:05:08,E2,,,,,,
interaction,,,,,2026-01-16 22:05:10,,E2,E1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-16 22:05:14,,E2,W1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-16 22:05:17,,E2,W1,MQTT,dim_alert,motion detected,W1
actuator,,W1_light,dim,,2026-01-16 22:05:21,W1,,,,,,
interaction,,,,,2026-01-16 22:05:22,,E2,E1,MQTT,dim_alert,motion detected,E1
actuator,,E1_light,dim,,2026-01-16 22:05:25,E1,,,,,,
sensor,E1_camera,,plate_captured,BBB238,2026-01-17 00:00:03,E1,,,,,,
actuator,,E1_light,turn_on,,2026-01-17 00:00:05,E1,,,,,,
interaction,,,,,2026-01-17 00:00:09,,E1,E2,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-17 00:00:10,,E1,W1,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-17 00:00:11,,E1,E2,MQTT,turn_on_alert,motion detected,E2
actuator,,E2_light,turn_on,,2026-01-17 00:00:12,E2,,,,,,
interaction,,,,,2026-01-17 00:00:13,,E1,W1,MQTT,turn_on_alert,motion detected,W1
sensor,E2_camera,,plate_captured,BBB238,2026-01-17 00:05:02,E2,,,,,,
actuator,,E2_light,dim,,2026-01-17 00:05:04,E2,,,,,,
interaction,,,,,2026-01-17 00:05:06,,E2,E1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-17 00:05:10,,E2,E1,MQTT,dim_alert,motion detected,E1
actuator,,E1_light,dim,,2026-01-17 00:05:14,E1,,,,,,
interaction,,,,,2026-01-17 00:05:18,,E2,W1,MQTT,dim_alert,motion detected,W1
actuator,,W1_light,dim,,2026-01-17 00:05:20,W1,,,,,,
sensor,E1_motion,,motion_detected,1,2026-01-17 02:00:00,E1,,,,,,
sensor,E1_camera,,plate_captured,BBB239,2026-01-17 02:00:02,E1,,,,,,
actuator,,E1_light,turn_on,,2026-01-17 02:00:03,E1,,,,,,
interaction,,,,,2026-01-17 02:00:07,,E1,E2,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-17 02:00:09,,E1,W1,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-17 02:00:10,,E1,W1,MQTT,turn_on_alert,motion detected,W1
actuator,,W1_light,turn_on,,2026-01-17 02:00:12,W1,,,,,,
interaction,,,,,2026-01-17 02:00:15,,E1,E2,MQTT,turn_on_alert,motion detected,E2
actuator,,E2_light,turn_on,,2026-01-17 02:00:16,E2,,,,,,
sensor,E2_motion,,motion_detected,1,2026-01-17 02:05:00,E2,,,,,,
sensor,E2_camera,,plate_captured,BBB239,2026-01-17 02:05:04,E2,,,,,,
actuator,,E2_light,dim,,2026-01-17 02:05:08,E2,,,,,,
interaction,,,,,2026-01-17 02:05:10,,E2,E1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-17 02:05:11,,E2,W1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-17 02:05:14,,E2,W1,MQTT,dim_alert,motion detected,W1
actuator,,W1_light,dim,,2026-01-17 02:05:15,W1,,,,,,
interaction,,,,,2026-01-17 02:05:17,,E2,E1,MQTT,dim_alert,motion detected,E1
actuator,,E1_light,dim,,2026-01-17 02:05:19,E1,,,,,,
sensor,E1_camera,,plate_captured,BBB240,2026-01-17 04:00:04,E1,,,,,,
actuator,,E1_light,turn_on,,2026-01-17 04:00:06,E1,,,,,,
interaction,,,,,2026-01-17 04:00:08,,E1,E2,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-17 04:00:09,,E1,W1,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-17 04:00:13,,E1,E2,MQTT,turn_on_alert,motion detected,E2
actuator,,E2_light,turn_on,,2026-01-17 04:00:15,E2,,,,,,
interaction,,,,,2026-01-17 04:00:18,,E1,W1,MQTT,turn_on_alert,motion detected,W1
actuator,,W1_light,turn_on,,2026-01-17 04:00:19,W1,,,,,,
sensor,E2_camera,,plate_captured,BBB240,2026-01-17 04:05:03,E2,,,,,,
actuator,,E2_light,dim,,2026-01-17 04:05:07,E2,,,,,,
interaction,,,,,2026-01-17 04:05:11,,E2,E1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-17 04:05:15,,E2,W1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-17 04:05:16,,E2,E1,MQTT,dim_alert,motion detected,E1
interaction,,,,,2026-01-17 04:05:20,,E2,W1,MQTT,dim_alert,motion detected,W1
actuator,,W1_light,dim,,2026-01-17 04:05:24,W1,,,,,,
sensor,E1_motion,,motion_detected,1,2026-01-17 06:00:00,E1,,,,,,
actuator,,E1_light,turn_on,,2026-01-17 06:00:07,E1,,,,,,
interaction,,,,,2026-01-17 06:00:10,,E1,E2,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-17 06:00:11,,E1,W1,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-17 06:00:13,,E1,W1,MQTT,turn_on_alert,motion detected,W1
actuator,,W1_light,turn_on,,2026-01-17 06:00:15,W1,,,,,,
interaction,,,,,2026-01-17 06:00:17,,E1,E2,MQTT,turn_on_alert,motion detected,E2
actuator,,E2_light,turn_on,,2026-01-17 06:00:20,E2,,,,,,
sensor,E2_motion,,motion_detected,1,2026-01-17 06:05:00,E2,,,,,,
sensor,E2_camera,,plate_captured,BBB241,2026-01-17 06:05:03,E2,,,,,,
actuator,,E2_light,dim,,2026-01-17 06:05:06,E2,,,,,,
interaction,,,,,2026-01-17 06:05:08,,E2,E1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-17 06:05:12,,E2,W1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-17 06:05:16,,E2,W1,MQTT,dim_alert,motion detected,W1
actuator,,W1_light,dim,,2026-01-17 06:05:20,W1,,,,,,
interaction,,,,,2026-01-17 06:05:24,,E2,E1,MQTT,dim_alert,motion detected,E1
actuator,,E1_light,dim,,2026-01-17 06:05:28,E1,,,,,,
sensor,E1_motion,,motion_detected,1,2026-01-17 08:00:00,E1,,,,,,
sensor,E1_camera,,plate_captured,BBB242,2026-01-17 08:00:04,E1,,,,,,
actuator,,E1_light,turn_on,,2026-01-17 08:00:06,E1,,,,,,
interaction,,,,,2026-01-17 08:00:07,,E1,E2,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-17 08:00:11,,E1,W1,MQTT,turn_on_alert,motion detected,E1
actuator,,E2_light,turn_on,,2026-01-17 08:00:16,E2,,,,,,
interaction,,,,,2026-01-17 08:00:18,,E1,W1,MQTT,turn_on_alert,motion detected,W1
actuator,,W1_light,turn_on,,2026-01-17 08:00:21,W1,,,,,,
sensor,E2_motion,,motion_detected,1,2026-01-17 08:05:00,E2,,,,,,
sensor,E2_camera,,plate_captured,BBB242,2026-01-17 08:05:02,E2,,,,,,
actuator,,E2_light,dim,,2026-01-17 08:05:06,E2,,,,,,
interaction,,,,,2026-01-17 08:05:09,,E2,E1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-17 08:05:11,,E2,W1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-17 08:05:13,,E2,E1,MQTT,dim_alert,motion detected,E1
actuator,,E1_light,dim,,2026-01-17 08:05:16,E1,,,,,,
interaction,,,,,2026-01-17 08:05:20,,E2,W1,MQTT,dim_alert,motion detected,W1
actuator,,W1_light,dim,,2026-01-17 08:05:24,W1,,,,,,
sensor,E1_motion,,motion_detected,1,2026-01-17 10:00:00,E1,,,,,,
sensor,E1_camera,,plate_captured,BBB243,2026-01-17 10:00:04,E1,,,,,,
actuator,,E1_light,turn_on,,2026-01-17 10:00:06,E1,,,,,,
interaction,,,,,2026-01-17 10:00:10,,E1,E2,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-17 10:00:12,,E1,W1,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-17 10:00:13,,E1,W1,MQTT,turn_on_alert,motion detected,W1
actuator,,W1_light,turn_on,,2026-01-17 10:00:17,W1,,,,,,
interaction,,,,,2026-01-17 10:00:19,,E1,E2,MQTT,turn_on_alert,motion detected,E2
actuator,,E2_light,turn_on,,2026-01-17 10:00:21,E2,,,,,,
sensor,E2_motion,,motion_detected,1,2026-01-17 10:05:00,E2,,,,,,
sensor,E2_camera,,plate_captured,BBB243,2026-01-17 10:05:04,E2,,,,,,
actuator,,E2_light,dim,,2026-01-17 10:05:07,E2,,,,,,
interaction,,,,,2026-01-17 10:05:08,,E2,E1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-17 10:05:13,,E2,W1,MQTT,dim_alert,motion detected,W1
actuator,,W1_light,dim,,2026-01-17 10:05:16,W1,,,,,,
interaction,,,,,2026-01-17 10:05:20,,E2,E1,MQTT,dim_alert,motion detected,E1
actuator,,E1_light,dim,,2026-01-17 10:05:23,E1,,,,,,
sensor,E1_motion,,motion_detected,1,2026-01-17 12:00:00,E1,,,,,,
sensor,E1_camera,,plate_captured,BBB244,2026-01-17 12:00:04,E1,,,,,,
actuator,,E1_light,turn_on,,2026-01-17 12:00:05,E1,,,,,,
interaction,,,,,2026-01-17 12:00:09,,E1,E2,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-17 12:00:10,,E1,W1,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-17 12:00:14,,E1,E2,MQTT,turn_on_alert,motion detected,E2
interaction,,,,,2026-01-17 12:00:18,,E1,W1,MQTT,turn_on_alert,motion detected,W1
actuator,,W1_light,turn_on,,2026-01-17 12:00:19,W1,,,,,,
sensor,E2_motion,,motion_detected,1,2026-01-17 12:05:00,E2,,,,,,
sensor,E2_camera,,plate_captured,BBB244,2026-01-17 12:05:03,E2,,,,,,
interaction,,,,,2026-01-17 12:05:09,,E2,E1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-17 12:05:12,,E2,W1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-17 12:05:13,,E2,E1,MQTT,dim_alert,motion detected,E1
actuator,,E1_light,dim,,2026-01-17 12:05:15,E1,,,,,,
interaction,,,,,2026-01-17 12:05:16,,E2,W1,MQTT,dim_alert,motion detected,W1
actuator,,W1_light,dim,,2026-01-17 12:05:19,W1,,,,,,
sensor,E1_motion,,motion_detected,1,2026-01-17 14:00:00,E1,,,,,,
sensor,E1_camera,,plate_captured,BBB245,2026-01-17 14:00:03,E1,,,,,,
interaction,,,,,2026-01-17 14:00:09,,E1,E2,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-17 14:00:11,,E1,W1,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-17 14:00:13,,E1,W1,MQTT,turn_on_alert,motion detected,W1
actuator,,W1_light,turn_on,,2026-01-17 14:00:17,W1,,,,,,
interaction,,,,,2026-01-17 14:00:18,,E1,E2,MQTT,turn_on_alert,motion detected,E2
actuator,,E2_light,turn_on,,2026-01-17 14:00:19,E2,,,,,,
sensor,E2_motion,,motion_detected,1,2026-01-17 14:05:00,E2,,,,,,
sensor,E2_camera,,plate_captured,BBB245,2026-01-17 14:05:04,E2,,,,,,
actuator,,E2_light,dim,,2026-01-17 14:05:06,E2,,,,,,
interaction,,,,,2026-01-17 14:05:07,,E2,E1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-17 14:05:09,,E2,W1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-17 14:05:13,,E2,W1,MQTT,dim_alert,motion detected,W1
actuator,,W1_light,dim,,2026-01-17 14:05:16,W1,,,,,,
interaction,,,,,2026-01-17 14:05:19,,E2,E1,MQTT,dim_alert,motion detected,E1
actuator,,E1_light,dim,,2026-01-17 14:05:21,E1,,,,,,
sensor,E1_motion,,motion_detected,1,2026-01-17 16:00:00,E1,,,,,,
sensor,E1_camera,,plate_captured,BBB246,2026-01-17 16:00:01,E1,,,,,,
actuator,,E1_light,turn_on,,2026-01-17 16:00:02,E1,,,,,,
interaction,,,,,2026-01-17 16:00:06,,E1,E2,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-17 16:00:07,,E1,W1,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-17 16:00:11,,E1,E2,MQTT,turn_on_alert,motion detected,E2
actuator,,E2_light,turn_on,,2026-01-17 16:00:13,E2,,,,,,
actuator,,W1_light,turn_on,,2026-01-17 16:00:16,W1,,,,,,
sensor,E2_motion,,motion_detected,1,2026-01-17 16:05:00,E2,,,,,,
actuator,,E2_light,dim,,2026-01-17 16:05:02,E2,,,,,,
interaction,,,,,2026-01-17 16:05:06,,E2,E1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-17 16:05:08,,E2,W1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-17 16:05:09,,E2,E1,MQTT,dim_alert,motion detected,E1
actuator,,E1_light,dim,,2026-01-17 16:05:12,E1,,,,,,
interaction,,,,,2026-01-17 16:05:15,,E2,W1,MQTT,dim_alert,motion detected,W1
actuator,,W1_light,dim,,2026-01-17 16:05:19,W1,,,,,,
sensor,E1_motion,,motion_detected,1,2026-01-17 18:00:00,E1,,,,,,
sensor,E1_camera,,plate_captured,BBB247,2026-01-17 18:00:02,E1,,,,,,
actuator,,E1_light,turn_on,,2026-01-17 18:00:03,E1,,,,,,
interaction,,,,,2026-01-17 18:00:05,,E1,E2,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-17 18:00:08,,E1,W1,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-17 18:00:09,,E1,W1,MQTT,turn_on_alert,motion detected,W1
actuator,,W1_light,turn_on,,2026-01-17 18:00:13,W1,,,,,,
interaction,,,,,2026-01-17 18:00:16,,E1,E2,MQTT,turn_on_alert,motion detected,E2
actuator,,E2_light,turn_on,,2026-01-17 18:00:18,E2,,,,,,
sensor,E2_motion,,motion_detected,1,2026-01-17 18:05:00,E2,,,,,,
sensor,E2_camera,,plate_captured,BBB247,2026-01-17 18:05:01,E2,,,,,,
actuator,,E2_light,dim,,2026-01-17 18:05:04,E2,,,,,,
interaction,,,,,2026-01-17 18:05:06,,E2,E1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-17 18:05:10,,E2,W1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-17 18:05:12,,E2,W1,MQTT,dim_alert,motion detected,W1
actuator,,W1_light,dim,,2026-01-17 18:05:15,W1,,,,,,
interaction,,,,,2026-01-17 18:05:16,,E2,E1,MQTT,dim_alert,motion detected,E1
actuator,,E1_light,dim,,2026-01-17 18:05:17,E1,,,,,,
sensor,E1_motion,,motion_detected,1,2026-01-17 20:00:00,E1,,,,,,
sensor,E1_camera,,plate_captured,BBB248,2026-01-17 20:00:03,E1,,,,,,
actuator,,E1_light,turn_on,,2026-01-17 20:00:06,E1,,,,,,
interaction,,,,,2026-01-17 20:00:08,,E1,E2,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-17 20:00:10,,E1,W1,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-17 20:00:11,,E1,E2,MQTT,turn_on_alert,motion detected,E2
actuator,,E2_light,turn_on,,2026-01-17 20:00:12,E2,,,,,,
interaction,,,,,2026-01-17 20:00:14,,E1,W1,MQTT,turn_on_alert,motion detected,W1
