val,d_s,m_i,a_s,a_i,s_post,c_s,device,a,sid,c,c_a,t,a_cmd,s_pre,id,d_p,type,c_i,d_t,d
BBB248,,,plate_captured,,,296,E2,plate_captured,E2_camera,296,,2026-01-17 20:05:04,,,,,sensor,,,E2
,,,,,dimmed,,E2,dim,,296,296,2026-01-17 20:05:06,dim,ON,E2_light,,actuator,,,E2
,E2,motion detected,,E2_dim_alert_E1,,,E2,E2_dim_alert_E1,,296,,2026-01-17 20:05:08,,,,E2,interaction,296,E1,
,E2,motion detected,,E2_dim_alert_W1,,,E2,E2_dim_alert_W1,,296,,2026-01-17 20:05:10,,,,E2,interaction,296,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E2,E1_turn_on_alert_E2,,297,,2026-01-17 22:00:14,,,,E2,interaction,297,E2,
,,,,,ON,,E2,turn_on,,297,297,2026-01-17 22:00:17,turn_on,dimmed,E2_light,,actuator,,,E2
1,,,motion_detected,,,298,E2,motion_detected,E2_motion,298,,2026-01-17 22:05:00,,,,,sensor,,,E2
BBB249,,,plate_captured,,,298,E2,plate_captured,E2_camera,298,,2026-01-17 22:05:01,,,,,sensor,,,E2
,,,,,dimmed,,E2,dim,,298,298,2026-01-17 22:05:02,dim,ON,E2_light,,actuator,,,E2
,E2,motion detected,,E2_dim_alert_E1,,,E2,E2_dim_alert_E1,,298,,2026-01-17 22:05:06,,,,E2,interaction,298,E1,
,E2,motion detected,,E2_dim_alert_W1,,,E2,E2_dim_alert_W1,,298,,2026-01-17 22:05:09,,,,E2,interaction,298,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E2,E1_turn_on_alert_E2,,299,,2026-01-18 00:00:12,,,,E2,interaction,299,E2,
,,,,,ON,,E2,turn_on,,299,299,2026-01-18 00:00:16,turn_on,dimmed,E2_light,,actuator,,,E2
1,,,motion_detected,,,300,E2,motion_detected,E2_motion,300,,2026-01-18 00:05:00,,,,,sensor,,,E2
BBB250,,,plate_captured,,,300,E2,plate_captured,E2_camera,300,,2026-01-18 00:05:04,,,,,sensor,,,E2
,,,,,dimmed,,E2,dim,,300,300,2026-01-18 00:05:05,dim,ON,E2_light,,actuator,,,E2
,E2,motion detected,,E2_dim_alert_E1,,,E2,E2_dim_alert_E1,,300,,2026-01-18 00:05:06,,,,E2,interaction,300,E1,
,E2,motion detected,,E2_dim_alert_W1,,,E2,E2_dim_alert_W1,,300,,2026-01-18 00:05:07,,,,E2,interaction,300,W1,
