val,d_s,m_i,a_s,a_i,s_post,c_s,device,a,sid,c,c_a,t,a_cmd,s_pre,id,d_p,type,c_i,d_t,d
,E2,motion detected,,E2_dim_alert_E1,,,E1,E2_dim_alert_E1,,145,,2026-01-17 18:05:15,,,,E1,interaction,145,E1,
,,,,,dimmed,,E1,dim,,145,145,2026-01-17 18:05:18,dim,ON,E1_light,,actuator,,,E1
1,,,motion_detected,,,146,E1,motion_detected,E1_motion,146,,2026-01-17 20:00:00,,,,,sensor,,,E1
BBB248,,,plate_captured,,,146,E1,plate_captured,E1_camera,146,,2026-01-17 20:00:03,,,,,sensor,,,E1
,,,,,ON,,E1,turn_on,,146,146,2026-01-17 20:00:04,turn_on,dimmed,E1_light,,actuator,,,E1
,E1,motion detected,,E1_turn_on_alert_W1,,,E1,E1_turn_on_alert_W1,,146,,2026-01-17 20:00:06,,,,E1,interaction,146,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E1,E1_turn_on_alert_E2,,146,,2026-01-17 20:00:07,,,,E1,interaction,146,E2,
,E2,motion detected,,E2_dim_alert_E1,,,E1,E2_dim_alert_E1,,147,,2026-01-17 20:05:12,,,,E1,interaction,147,E1,
,,,,,dimmed,,E1,dim,,147,147,2026-01-17 20:05:14,dim,ON,E1_light,,actuator,,,E1
1,,,motion_detected,,,148,E1,motion_detected,E1_motion,148,,2026-01-17 22:00:00,,,,,sensor,,,E1
BBB249,,,plate_captured,,,148,E1,plate_captured,E1_camera,148,,2026-01-17 22:00:02,,,,,sensor,,,E1
,,,,,ON,,E1,turn_on,,148,148,2026-01-17 22:00:03,turn_on,dimmed,E1_light,,actuator,,,E1
,E1,motion detected,,E1_turn_on_alert_W1,,,E1,E1_turn_on_alert_W1,,148,,2026-01-17 22:00:06,,,,E1,interaction,148,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E1,E1_turn_on_alert_E2,,148,,2026-01-17 22:00:08,,,,E1,interaction,148,E2,
,E2,motion detected,,E2_dim_alert_E1,,,E1,E2_dim_alert_E1,,149,,2026-01-17 22:05:13,,,,E1,interaction,149,E1,
,,,,,dimmed,,E1,dim,,149,149,2026-01-17 22:05:14,dim,ON,E1_light,,actuator,,,E1
1,,,motion_detected,,,150,E1,motion_detected,E1_motion,150,,2026-01-18 00:00:00,,,,,sensor,,,E1
BBB250,,,plate_captured,,,150,E1,plate_captured,E1_camera,150,,2026-01-18 00:00:01,,,,,sensor,,,E1
,,,,,ON,,E1,turn_on,,150,150,2026-01-18 00:00:03,turn_on,dimmed,E1_light,,actuator,,,E1
,E1,motion detected,,E1_turn_on_alert_W1,,,E1,E1_turn_on_alert_W1,,150,,2026-01-18 00:00:05,,,,E1,interaction,150,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E1,E1_turn_on_alert_E2,,150,,2026-01-18 00:00:06,,,,E1,interaction,150,E2,
,E2,motion detected,,E2_dim_alert_E1,,,E1,E2_dim_alert_E1,,151,,2026-01-18 00:05:11,,,,E1,interaction,151,E1,
,,,,,dimmed,,E1,dim,,151,151,2026-01-18 00:05:12,dim,ON,E1_light,,actuator,,,E1
